"","yellow2","purple","sienna1","X.FF3E96","royalblue3","palegreen3","species"
"NA..969",9.99947383800578e-06,9.9964789873582e-06,9.99944162784631e-06,0.0122416848837606,9.99982957584636e-06,9.99981969034041e-06,NA
"NA..970",9.99973690346293e-06,9.99854254720591e-06,9.99972355847274e-06,0.00488780528078532,9.99987767602404e-06,9.99987256482099e-06,NA
"NA..971",9.99964163205696e-06,9.99783456561633e-06,9.99962479931057e-06,0.00734896106988942,9.99985567272905e-06,9.99985052571678e-06,NA
"NA..972",9.99972775355451e-06,9.99852294926956e-06,9.99971653152399e-06,0.00489930737992628,9.99987044877569e-06,9.99986701742346e-06,NA
"NA..973",0.00806193117792476,9.99610790067142e-06,9.99739837034226e-06,0.00150908572260076,9.99950448025914e-06,9.99962275655099e-06,NA
"NA..974",0.00395455057222488,9.99434364877733e-06,9.99821704898026e-06,0.0142084811123151,9.99967787019513e-06,9.99971750670116e-06,NA
"Plectropomus.laevis",0.0577908303861133,0.0231441428119875,9.96046317717974e-06,9.9856312982969e-06,9.98634912691718e-06,9.99502973821158e-06,"Plectropomus laevis"
"Macropharyngodon.meleagris",0.00777292998314263,0.00418005770581357,9.99335434080474e-06,0.00477358096749572,9.9975419848692e-06,9.99907901387238e-06,"Macropharyngodon meleagris"
"NA..975",9.99972775355451e-06,9.99852294926956e-06,9.99971653152399e-06,0.00489930737992628,9.99987044877569e-06,9.99986701742346e-06,NA
"Stegostoma.fasciatum",0.00535389660108674,9.9964804584173e-06,9.99812938719947e-06,0.00427059743971559,9.99963317005858e-06,9.9997064189886e-06,"Stegostoma fasciatum"
"NA..976",9.99973690346293e-06,9.99854254720591e-06,9.99972355847274e-06,0.00488780528078532,9.99987767602404e-06,9.99987256482099e-06,NA
"NA..977",9.99966033381405e-06,9.99787830713021e-06,9.99963692177253e-06,0.00732609891507042,9.99986930272597e-06,9.99986087606768e-06,NA
"NA..978",0.00399571194329719,9.99623178609117e-06,9.99838946154848e-06,0.00693882698886881,9.9996380116342e-06,9.99970059009132e-06,NA
"NA..979",9.99965204258205e-06,9.99785991432374e-06,9.99962883026476e-06,0.00733737145627417,9.99986207868593e-06,9.99985567106981e-06,NA
"NA..980",0.0241871642991293,9.98770823802311e-06,9.99221326374469e-06,0.00705402950934319,9.99861773545298e-06,9.99899208475503e-06,NA
"NA..981",9.99972659460544e-06,9.99852637614914e-06,9.99971307566739e-06,0.00490075262192964,9.99986860810575e-06,9.99986607011701e-06,NA
"NA..982",9.99960056886954e-06,9.99777093151867e-06,9.99958614580763e-06,0.00739849783821493,9.99982158321414e-06,9.99982586547979e-06,NA
"NA..983",9.9997232154355e-06,9.9985213327458e-06,9.99971067368406e-06,0.00490431753689383,9.99986631277657e-06,9.99986434469224e-06,NA
"NA..984",9.99970037758722e-06,9.99848052060569e-06,9.99969076201604e-06,0.00493233189214328,9.99984772233943e-06,9.99985057719772e-06,NA
"NA..985",0.00260036595002884,9.99390992730097e-06,9.99837442694833e-06,0.0169813521416629,9.99959580131273e-06,9.99964428111243e-06,NA
"NA..986",9.99960056886954e-06,9.99777093151867e-06,9.99958614580763e-06,0.00739849783821493,9.99982158321414e-06,9.99982586547979e-06,NA
"Macropharyngodon.ornatus",9.99957372615243e-06,9.99718127944973e-06,9.99954060241433e-06,0.00978125415932789,9.99984957037315e-06,9.99984143068041e-06,"Macropharyngodon ornatus"
"Sebastapistes.fowleri",9.99970120009058e-06,9.99848466856951e-06,9.99968987320589e-06,0.00493165391585231,9.99984812512041e-06,9.99985027333273e-06,"Sebastapistes fowleri"
"NA..987",9.99929016838943e-06,9.99508835479492e-06,9.99924337787704e-06,0.0171570435919368,9.99978661200312e-06,9.99977828246973e-06,NA
"NA..988",9.99963779308041e-06,9.99784419237566e-06,9.9996166816502e-06,0.00735296496067741,9.99985038978325e-06,9.99984726140638e-06,NA
"NA..989",9.99967015754019e-06,9.9978903659464e-06,9.99964459396565e-06,0.00731588102918846,9.99987610145717e-06,9.99986616253222e-06,NA
"NA..990",9.99982302660154e-06,9.99923102835965e-06,9.99981529249812e-06,0.00243815159082218,9.99989245213571e-06,9.99988905660036e-06,NA
"Epinephelus.lanceolatus",9.99957798862625e-06,9.99720375775406e-06,9.99954932394548e-06,0.0097690477213958,9.99985818316054e-06,9.9998477236104e-06,"Epinephelus lanceolatus"
"Lactoria.fornasini",9.99974605338811e-06,9.99856214521909e-06,9.99973058543137e-06,0.00487630318164437,9.99988490328283e-06,9.99987811222467e-06,"Lactoria fornasini"
"NA..991",9.99974605338811e-06,9.99856214521909e-06,9.99973058543137e-06,0.00487630318164437,9.99988490328283e-06,9.99987811222467e-06,NA
"NA..992",9.99974605338811e-06,9.99856214521909e-06,9.99973058543137e-06,0.00487630318164437,9.99988490328283e-06,9.99987811222467e-06,NA
"NA..993",9.99951514085761e-06,9.99655603261659e-06,9.99947647284137e-06,0.0121907579541109,9.99986225679257e-06,9.99984527924134e-06,NA
"NA..994",9.99967702861235e-06,9.99790116431495e-06,9.99964990251013e-06,0.00730902479689478,9.9998797102006e-06,9.99986888690784e-06,NA
"NA..995",9.99976500270396e-06,9.99859539855695e-06,9.99974508734367e-06,0.00485520576648346,9.9998976613563e-06,9.99988767201843e-06,NA
"NA..996",9.99970386267684e-06,9.9979568133931e-06,9.99967424866876e-06,0.00727431429109432,9.99990188388561e-06,9.99988516916878e-06,NA
"NA..997",9.99976924126298e-06,9.9986044586785e-06,9.99974949831328e-06,0.00484954286072954,9.99990125625699e-06,9.99989011310763e-06,NA
"NA..998",9.99977020466484e-06,9.9986029616312e-06,9.99974723930348e-06,0.00485040492729333,9.99990083610615e-06,9.99988999765634e-06,NA
"NA..999",0.0200314439592432,9.99170622886965e-06,9.99400025637785e-06,0.000171610144257789,9.99908571306044e-06,9.99935943723195e-06,NA
"Oxycirrhites.typus",9.99982184504406e-06,9.99922824273054e-06,9.99981471981593e-06,0.00243956280490154,9.99989170165392e-06,9.9998882759057e-06,"Oxycirrhites typus"
"NA..1000",9.9997436903098e-06,9.99855657470777e-06,9.99972944008644e-06,0.00487912560980308,9.99988340232163e-06,9.9998765508389e-06,NA
"NA..1001",9.9995873845062e-06,9.99721350932952e-06,9.99955888499106e-06,0.00975825121960616,9.99986680369838e-06,9.9998531007878e-06,NA
"NA..1002",9.9997436903098e-06,9.99855657470777e-06,9.99972944008644e-06,0.00487912560980308,9.99988340232163e-06,9.9998765508389e-06,NA
"NA..1003",9.99935229328163e-06,9.99519570410668e-06,9.99930091928967e-06,0.0170795035126742,9.99983974601084e-06,9.99981656592895e-06,NA
"NA..1004",0.00265087352591366,9.99621042337565e-06,9.99877543569754e-06,0.00943998962741792,9.99975514173281e-06,9.99977971770999e-06,NA
"NA..1005",9.99977039258602e-06,9.99860374742653e-06,9.99974762386978e-06,0.00484995047037822,9.99990110114269e-06,9.99989024138523e-06,NA
"Ostorhinchus.sealei",9.99983519637304e-06,9.99925183220328e-06,9.9998238118544e-06,0.00242497523518911,9.99990055107131e-06,9.99989512119023e-06,"Ostorhinchus sealei"
"Pentapodus.emeryii",9.99975683328734e-06,9.99858504054755e-06,9.99973574373285e-06,0.00486540197991915,9.99989043922168e-06,9.99988228779057e-06,"Pentapodus emeryii"
"NA..1006",9.99927057393081e-06,9.99398911442645e-06,9.99918144573688e-06,0.0218744939371863,9.99987633188512e-06,9.999833346737e-06,NA
"NA..1007",9.9962326734731e-06,0.00403715390421546,9.99714286639349e-06,0.0012969793255107,9.99906331251982e-06,9.99966601757907e-06,NA
"NA..1008",9.9995855896844e-06,9.9966848134548e-06,9.99953123835794e-06,0.012108906890883,9.9999149508656e-06,9.99988265777757e-06,NA
"NA..1009",9.99982856268206e-06,9.99924079005511e-06,9.99981919495414e-06,0.00243226263641249,9.99989585688493e-06,9.99989159194715e-06,NA
"NA..1010",9.99982856268206e-06,9.99924079005511e-06,9.99981919495414e-06,0.00243226263641249,9.99989585688493e-06,9.99989159194715e-06,NA
"NA..1011",9.99982856268206e-06,9.99924079005511e-06,9.99981919495414e-06,0.00243226263641249,9.99989585688493e-06,9.99989159194715e-06,NA
"NA..1012",9.99982856268206e-06,9.99924079005511e-06,9.99981919495414e-06,0.00243226263641249,9.99989585688493e-06,9.99989159194715e-06,NA
"Upeneus.vittatus",0.113968856043357,9.95463732917535e-06,9.9661111484381e-06,9.9424329732858e-06,9.99482966961726e-06,9.99647404356571e-06,"Upeneus vittatus"
"NA..1013",9.99975712538483e-06,9.99858166601718e-06,9.99973839021422e-06,0.00486452527282497,9.99989171277331e-06,9.99988318290844e-06,NA
"NA..1014",9.99961425385234e-06,9.99726367859346e-06,9.99957678465201e-06,0.00972905054564994,9.99988342456037e-06,9.99986636487346e-06,NA
"NA..1015",9.99982856268206e-06,9.99924079005511e-06,9.99981919495414e-06,0.00243226263641249,9.99989585688493e-06,9.99989159194715e-06,NA
"NA..1016",9.99982856268206e-06,9.99924079005511e-06,9.99981919495414e-06,0.00243226263641249,9.99989585688493e-06,9.99989159194715e-06,NA
"NA..1017",9.99975984458093e-06,9.99857744584381e-06,9.99973679982595e-06,0.00486609574808617,9.99988997493262e-06,9.99988212241977e-06,NA
"NA..1018",9.99975984458093e-06,9.99857744584381e-06,9.99973679982595e-06,0.00486609574808617,9.99988997493262e-06,9.99988212241977e-06,NA
"NA..1019",9.99975984458093e-06,9.99857744584381e-06,9.99973679982595e-06,0.00486609574808617,9.99988997493262e-06,9.99988212241977e-06,NA
"NA..1020",9.99964690067095e-06,9.99785389506313e-06,9.99962226081013e-06,0.00734490811369948,9.99985589133689e-06,9.99985085162437e-06,NA
"NA..1021",9.99982992229936e-06,9.99923867968977e-06,9.99981839974709e-06,0.00243304787404308,9.99989498796379e-06,9.9998910617019e-06,NA
"NA..1022",9.9996056268552e-06,9.99724481577719e-06,9.99957078325602e-06,0.00973834670343199,9.99987898694071e-06,9.99986312523663e-06,NA
"NA..1023",9.99982640583894e-06,9.99923607247898e-06,9.99981769453172e-06,0.002434586675858,9.99989474747689e-06,9.99989078203366e-06,NA
"NA..1024",9.99975281176114e-06,9.99857223211321e-06,9.99973538941833e-06,0.00486917335171599,9.99988949395931e-06,9.99988156308432e-06,NA
"Pterois.antennata",9.99982640583894e-06,9.99923607247898e-06,9.99981769453172e-06,0.002434586675858,9.99989474747689e-06,9.99989078203366e-06,"Pterois antennata"
"NA..1025",9.99975281176114e-06,9.99857223211321e-06,9.99973538941833e-06,0.00486917335171599,9.99988949395931e-06,9.99988156308432e-06,NA
"NA..1026",9.99982640583894e-06,9.99923607247898e-06,9.99981769453172e-06,0.002434586675858,9.99989474747689e-06,9.99989078203366e-06,NA
"Premnas.biaculeatus",9.99982640583894e-06,9.99923607247898e-06,9.99981769453172e-06,0.002434586675858,9.99989474747689e-06,9.99989078203366e-06,"Premnas biaculeatus"
"NA..1027",9.99982640583894e-06,9.99923607247898e-06,9.99981769453172e-06,0.002434586675858,9.99989474747689e-06,9.99989078203366e-06,NA
"NA..1028",9.99972741711313e-06,9.99853052415101e-06,9.99971218685328e-06,0.00490007464563866,9.99986901088841e-06,9.99986576625108e-06,NA
"NA..1029",9.99974760930166e-06,9.99856051723812e-06,9.99973027060066e-06,0.004876713359123,9.99988428826433e-06,9.99987769695596e-06,NA
"Sardinella.atricauda",9.99974481483861e-06,9.99855505333129e-06,9.99972848040485e-06,0.00487982731189632,9.99988236274903e-06,9.99987633262736e-06,"Sardinella atricauda"
"Ariomma.brevimanus",9.99982240731722e-06,9.99922748194004e-06,9.99981423996692e-06,0.00243991365594816,9.99989118186673e-06,9.99988816679967e-06,"Ariomma brevimanus"
"NA..1030",9.99933658665849e-06,9.99516214990538e-06,9.99927911324574e-06,0.0171050850592564,9.99982099755483e-06,9.99980350410731e-06,NA
"NA..1031",9.99940673550995e-06,9.99636486477742e-06,9.99937902003085e-06,0.0123254973802683,9.99977249960045e-06,9.99977737085618e-06,NA
"NA..1032",0.0227793213697489,9.9802662734143e-06,9.99162304757446e-06,0.0363825435977897,9.9986131218714e-06,9.99892047264215e-06,NA
"Sargocentron.diadema.1",0.0632255233988602,9.97489274327586e-06,9.98090705354946e-06,9.95117585414473e-06,9.99685462126834e-06,9.99781178142609e-06,"Sargocentron diadema"
"NA..1033",9.99973193106337e-06,9.99854125001776e-06,9.99971873337224e-06,0.00489274453975143,9.99987328079701e-06,9.99986961225269e-06,NA
"NA..1034",9.99974538430459e-06,9.99856244065258e-06,9.99972906631844e-06,0.00487756210762536,9.99988361348439e-06,9.9998770847708e-06,NA
"NA..1035",9.99973193106337e-06,9.99854125001776e-06,9.99971873337224e-06,0.00489274453975143,9.99987328079701e-06,9.99986961225269e-06,NA
"NA..1036",9.99947983675111e-06,9.99650381573685e-06,9.99944684425214e-06,0.0122318613493786,9.99983320076029e-06,9.99982402947803e-06,NA
"NA..1037",0.038764010333521,9.98321851009446e-06,9.98831167267877e-06,0.00293948128808726,9.99824617460032e-06,9.99878438495957e-06,NA
"NA..1038",9.99964789821363e-06,9.99786201298394e-06,9.99962810202272e-06,0.00733911680962715,9.99985992074907e-06,9.9998544179483e-06,NA
"NA..1039",9.99973193106337e-06,9.99854125001776e-06,9.99971873337224e-06,0.00489274453975143,9.99987328079701e-06,9.99986961225269e-06,NA
"NA..1040",9.99964789821363e-06,9.99786201298394e-06,9.99962810202272e-06,0.00733911680962715,9.99985992074907e-06,9.9998544179483e-06,NA
"NA..1041",9.99947983675111e-06,9.99650381573685e-06,9.99944684425214e-06,0.0122318613493786,9.99983320076029e-06,9.99982402947803e-06,NA
"NA..1042",9.99975347730403e-06,9.99857456786965e-06,9.99973588803292e-06,0.00486826634023907,9.99989019882764e-06,9.99988158557985e-06,NA
"NA..1043",9.99975347730403e-06,9.99857456786965e-06,9.99973588803292e-06,0.00486826634023907,9.99989019882764e-06,9.99988158557985e-06,NA
"NA..1044",9.99982318093549e-06,9.99923188878028e-06,9.99981508875007e-06,0.00243786708799928,9.99989300066725e-06,9.9998890359618e-06,NA
"NA..1045",9.99982318093549e-06,9.99923188878028e-06,9.99981508875007e-06,0.00243786708799928,9.99989300066725e-06,9.9998890359618e-06,NA
"NA..1046",9.99966954434727e-06,9.99789593213212e-06,9.99964526857624e-06,0.00731360126399784,9.99987900003117e-06,9.99986710595754e-06,NA
"NA..1047",9.99982318093549e-06,9.99923188878028e-06,9.99981508875007e-06,0.00243786708799928,9.99989300066725e-06,9.9998890359618e-06,NA
"NA..1048",9.99974636205126e-06,9.99856386583029e-06,9.99973017794216e-06,0.00487573417599856,9.99988600034431e-06,9.99987807094765e-06,NA
"NA..1049",9.99982318093549e-06,9.99923188878028e-06,9.99981508875007e-06,0.00243786708799928,9.99989300066725e-06,9.9998890359618e-06,NA
"NA..1050",9.99974636205126e-06,9.99856386583029e-06,9.99973017794216e-06,0.00487573417599856,9.99988600034431e-06,9.99987807094765e-06,NA
"NA..1051",9.99982318093549e-06,9.99923188878028e-06,9.99981508875007e-06,0.00243786708799928,9.99989300066725e-06,9.9998890359618e-06,NA
"NA..1052",9.99974636205126e-06,9.99856386583029e-06,9.99973017794216e-06,0.00487573417599856,9.99988600034431e-06,9.99987807094765e-06,NA
"NA..1053",9.99966954434727e-06,9.99789593213212e-06,9.99964526857624e-06,0.00731360126399784,9.99987900003117e-06,9.99986710595754e-06,NA
"NA..1054",9.99982318093549e-06,9.99923188878028e-06,9.99981508875007e-06,0.00243786708799928,9.99989300066725e-06,9.9998890359618e-06,NA
"Halichoeres.chloropterus",9.99959272782349e-06,9.9972280876679e-06,9.99956036065227e-06,0.00975146835199712,9.99987199972783e-06,9.99985614099148e-06,"Halichoeres chloropterus"
"NA..1055",0.023640870516972,0.00507842702599829,9.98848696903483e-06,0.00041360945594614,9.99747804417138e-06,9.99874820622214e-06,NA
"NA..1056",9.99982163689861e-06,9.99923312289916e-06,9.99981193153644e-06,0.00244042674473005,9.99988988915147e-06,9.99988716758781e-06,NA
"NA..1057",9.998678622752e-06,9.9913648587978e-06,9.99861516841615e-06,0.0296257819866104,9.99956351978215e-06,9.99958248471174e-06,NA
"NA..1058",9.99975105579766e-06,9.99857498255042e-06,9.99973163144904e-06,0.0048716165824797,9.99988686175324e-06,9.9998794457517e-06,NA
"NA..1059",9.99974327402542e-06,9.99856633373857e-06,9.99972386362415e-06,0.0048808534894601,9.9998797773234e-06,9.99987433420855e-06,NA
"NA..1060",9.99974865787652e-06,9.99856959737697e-06,9.99972955492291e-06,0.00487504984858769,9.99988429750707e-06,9.99987769252663e-06,NA
"NA..1061",9.99971771572296e-06,9.99851731410771e-06,9.99970312305093e-06,0.00491182267581008,9.99986021832846e-06,9.99985946837729e-06,NA
"NA..1062",9.99982163689861e-06,9.99923312289916e-06,9.99981193153644e-06,0.00244042674473005,9.99988988915147e-06,9.99988716758781e-06,NA
"NA..1063",9.99976076414853e-06,9.99858633845183e-06,9.99974067637795e-06,0.00486086867223736,9.99989406645819e-06,9.99988523093041e-06,NA
"NA..1064",9.99976076414853e-06,9.99858633845183e-06,9.99974067637795e-06,0.00486086867223736,9.99989406645819e-06,9.99988523093041e-06,NA
"NA..1065",9.99976076414853e-06,9.99858633845183e-06,9.99974067637795e-06,0.00486086867223736,9.99989406645819e-06,9.99988523093041e-06,NA
"NA..1066",9.99976076414853e-06,9.99858633845183e-06,9.99974067637795e-06,0.00486086867223736,9.99989406645819e-06,9.99988523093041e-06,NA
"NA..1067",9.99983038208958e-06,9.99924312657991e-06,9.99982033805435e-06,0.00243043433611868,9.9998970337282e-06,9.99989261595975e-06,NA
"NA..1068",9.99959810390456e-06,9.99777311430192e-06,9.99958017858595e-06,0.00740237187064137,9.99981885732385e-06,9.99982227046332e-06,NA
"Anampses.meleagrides",9.99969709007019e-06,9.99847855573661e-06,9.99968568347873e-06,0.0049368839008607,9.99984459365418e-06,9.99984728602828e-06,"Anampses meleagrides"
"Monotaxis.grandoculis",0.012885673178576,0.0859093528361724,9.92298158907531e-06,9.77470756432649e-06,9.96313295433351e-06,9.98957420070237e-06,"Monotaxis grandoculis"
"NA..1069",9.99959810390456e-06,9.99777311430192e-06,9.99958017858595e-06,0.00740237187064137,9.99981885732385e-06,9.99982227046332e-06,NA
"NA..1070",9.99928142868099e-06,9.99561636730748e-06,9.99925047473263e-06,0.0148224676251808,9.99972591249374e-06,9.99973649099068e-06,NA
"NA..1071",9.99608174715395e-06,0.00396893661874943,9.99699004550767e-06,0.00380441665785786,9.99899673955107e-06,9.99961182667832e-06,NA
"NA..1072",9.99848472872111e-06,9.98996860645769e-06,9.99840327131112e-06,0.0345522793447255,9.99951609645856e-06,9.9995336911387e-06,NA
"NA..1073",9.99970202259409e-06,9.99848881653677e-06,9.99968898439591e-06,0.00493097593956134,9.99984852790141e-06,9.99984996946776e-06,NA
"Apogon.erythrinus",0.0255338224714628,9.98866625110121e-06,9.99206402881851e-06,0.00195698476680012,9.99864530407794e-06,9.99902663382758e-06,"Apogon erythrinus"
"NA..1074",9.99980101081714e-06,9.99919435897833e-06,9.99979449158472e-06,0.00246548796978067,9.99987426438446e-06,9.9998749851713e-06,NA
"Mobula.thurstoni",0.00532953006095936,9.99647069038593e-06,9.99812768644271e-06,0.00432499548575116,9.99962499086024e-06,9.99970259055581e-06,"Mobula thurstoni"
"NA..1075",9.99930115716557e-06,9.99565738713948e-06,9.99926367726512e-06,0.0147988357799834,9.99974164912771e-06,9.9997472245194e-06,NA
"Priacanthus.hamrur",0.0155126059449284,0.00828295209507057,9.98667411070462e-06,0.0121025686781497,9.99512304501981e-06,9.99820501539878e-06,"Priacanthus hamrur"
"NA..1076",9.99954808746345e-06,9.99661159345141e-06,9.9994994279891e-06,0.0121547117744658,9.99988559900671e-06,9.999862016451e-06,NA
"NA..1077",9.99961703522679e-06,9.99726386263449e-06,9.99957892504055e-06,0.00972661144608688,9.99988577826747e-06,9.99986790333898e-06,NA
